,filename,birds,start_sec,end_sec,file_path,duration
266,XC109920.ogg,astfly,54.962993,170.553931,/app/_data/birdclef-2021/train_short_audio/astfly/XC109920.ogg,201.949
267,XC109920.ogg,astfly,178.640539,179.721637,/app/_data/birdclef-2021/train_short_audio/astfly/XC109920.ogg,201.949
268,XC109920.ogg,astfly,184.046027,188.62988,/app/_data/birdclef-2021/train_short_audio/astfly/XC109920.ogg,201.949
269,XC109920.ogg,astfly,193.127245,194.338074,/app/_data/birdclef-2021/train_short_audio/astfly/XC109920.ogg,201.949
270,XC109920.ogg,astfly,199.570586,200.521951,/app/_data/birdclef-2021/train_short_audio/astfly/XC109920.ogg,201.949
271,XC442321.ogg,astfly,0.660989,1.2536,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
272,XC442321.ogg,astfly,2.689541,2.940261,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
273,XC442321.ogg,astfly,3.897555,4.216653,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
274,XC442321.ogg,astfly,5.766558,5.926107,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
275,XC442321.ogg,astfly,6.70106,7.362048,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
276,XC442321.ogg,astfly,8.843575,9.162673,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
277,XC442321.ogg,astfly,9.846455,10.575822,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
278,XC442321.ogg,astfly,12.308069,12.695545,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
279,XC442321.ogg,astfly,13.105814,13.926352,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
280,XC442321.ogg,astfly,15.726976,16.410758,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
281,XC442321.ogg,astfly,18.917957,19.510568,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
282,XC442321.ogg,astfly,21.2884,21.630291,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
283,XC442321.ogg,astfly,22.473621,23.020647,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
284,XC442321.ogg,astfly,25.322711,25.938115,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
285,XC442321.ogg,astfly,27.260093,27.48802,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
286,XC442321.ogg,astfly,28.149009,28.83279,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
287,XC442321.ogg,astfly,30.314317,30.679,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
288,XC442321.ogg,astfly,31.453953,32.114942,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
289,XC442321.ogg,astfly,33.642054,34.097908,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
290,XC442321.ogg,astfly,34.622141,35.419886,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
291,XC442321.ogg,astfly,37.288889,37.813122,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
292,XC442321.ogg,astfly,39.796088,40.024015,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
293,XC442321.ogg,astfly,40.798968,41.391579,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
294,XC442321.ogg,astfly,43.146618,43.420131,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
295,XC442321.ogg,astfly,44.286254,44.833279,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
296,XC442321.ogg,astfly,47.545613,48.161016,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
297,XC442321.ogg,astfly,49.665336,50.075605,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
298,XC442321.ogg,astfly,51.443168,52.058571,/app/_data/birdclef-2021/train_short_audio/astfly/XC442321.ogg,53.221
299,XC268648.ogg,astfly,0.3334,1.755909,/app/_data/birdclef-2021/train_short_audio/astfly/XC268648.ogg,103.79865625
300,XC268648.ogg,astfly,3.556271,4.000805,/app/_data/birdclef-2021/train_short_audio/astfly/XC268648.ogg,103.79865625
301,XC268648.ogg,astfly,4.778739,16.825607,/app/_data/birdclef-2021/train_short_audio/astfly/XC268648.ogg,103.79865625
302,XC268648.ogg,astfly,18.025848,21.715479,/app/_data/birdclef-2021/train_short_audio/astfly/XC268648.ogg,103.79865625
303,XC268648.ogg,astfly,24.671629,27.8945,/app/_data/birdclef-2021/train_short_audio/astfly/XC268648.ogg,103.79865625
304,XC268648.ogg,astfly,29.139195,41.074929,/app/_data/birdclef-2021/train_short_audio/astfly/XC268648.ogg,103.79865625
305,XC268648.ogg,astfly,42.630797,44.809013,/app/_data/birdclef-2021/train_short_audio/astfly/XC268648.ogg,103.79865625
306,XC268648.ogg,astfly,47.431763,65.168664,/app/_data/birdclef-2021/train_short_audio/astfly/XC268648.ogg,103.79865625
307,XC268648.ogg,astfly,67.591373,82.772205,/app/_data/birdclef-2021/train_short_audio/astfly/XC268648.ogg,103.79865625
308,XC268648.ogg,astfly,86.395156,102.287241,/app/_data/birdclef-2021/train_short_audio/astfly/XC268648.ogg,103.79865625
309,XC109923.ogg,astfly,0.815144,46.025829,/app/_data/birdclef-2021/train_short_audio/astfly/XC109923.ogg,46.165
310,XC122910.ogg,astfly,1.51454,2.019387,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
311,XC122910.ogg,astfly,3.241647,3.560498,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
312,XC122910.ogg,astfly,4.118486,4.716331,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
313,XC122910.ogg,astfly,6.695861,7.081139,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
314,XC122910.ogg,astfly,8.223687,8.529252,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
315,XC122910.ogg,astfly,9.180238,9.618658,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
316,XC122910.ogg,astfly,11.638045,12.076464,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
317,XC122910.ogg,astfly,13.338581,13.63086,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
318,XC122910.ogg,astfly,14.334989,14.919548,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
319,XC122910.ogg,astfly,16.912364,17.39064,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
320,XC122910.ogg,astfly,19.66245,20.167296,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
321,XC122910.ogg,astfly,21.482555,21.814691,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
322,XC122910.ogg,astfly,22.997095,23.488656,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
323,XC122910.ogg,astfly,27.354719,27.766567,/app/_data/birdclef-2021/train_short_audio/astfly/XC122910.ogg,31.0215
324,XC564545.ogg,amerob,2.82602,4.989481,/app/_data/birdclef-2021/train_short_audio/amerob/XC564545.ogg,31.573
325,XC564545.ogg,nocall,4.989481,10.154742,/app/_data/birdclef-2021/train_short_audio/amerob/XC564545.ogg,31.573
326,XC564545.ogg,amerob,10.154742,13.224152,/app/_data/birdclef-2021/train_short_audio/amerob/XC564545.ogg,31.573
327,XC564545.ogg,amerob,18.254197,21.174869,/app/_data/birdclef-2021/train_short_audio/amerob/XC564545.ogg,31.573
328,XC564545.ogg,amerob,26.326609,29.815188,/app/_data/birdclef-2021/train_short_audio/amerob/XC564545.ogg,31.573
329,XC570791.ogg,amerob,1.237041,2.624026,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
330,XC570791.ogg,amerob,3.748608,6.353891,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
331,XC570791.ogg,amerob,7.797105,9.165347,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
332,XC570791.ogg,amerob,10.983422,12.482865,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
333,XC570791.ogg,amerob,14.507113,16.681306,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
334,XC570791.ogg,amerob,18.780527,20.336199,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
335,XC570791.ogg,amerob,23.2976,26.87752,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
336,XC570791.ogg,amerob,28.639366,30.532413,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
337,XC570791.ogg,amerob,32.406717,35.368118,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
338,XC570791.ogg,amerob,37.392366,39.322899,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
339,XC570791.ogg,amerob,40.634912,42.90282,/app/_data/birdclef-2021/train_short_audio/amerob/XC570791.ogg,43.765
340,XC324394.ogg,amerob,4.220103,6.771061,/app/_data/birdclef-2021/train_short_audio/amerob/XC324394.ogg,36.7684375
341,XC324394.ogg,amerob,7.778847,15.242761,/app/_data/birdclef-2021/train_short_audio/amerob/XC324394.ogg,36.7684375
342,XC324394.ogg,amerob,16.030094,18.014172,/app/_data/birdclef-2021/train_short_audio/amerob/XC324394.ogg,36.7684375
343,XC324394.ogg,amerob,18.770012,20.958797,/app/_data/birdclef-2021/train_short_audio/amerob/XC324394.ogg,36.7684375
344,XC324394.ogg,amerob,23.793194,26.312659,/app/_data/birdclef-2021/train_short_audio/amerob/XC324394.ogg,36.7684375
345,XC324394.ogg,amerob,29.052577,31.587788,/app/_data/birdclef-2021/train_short_audio/amerob/XC324394.ogg,36.7684375
346,XC269455.ogg,amerob,4.700661,5.854197,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
347,XC269455.ogg,amerob,10.295312,10.540439,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
348,XC269455.ogg,nocall,11.549783,18.831482,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
349,XC269455.ogg,amerob,18.831482,20.186887,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
350,XC269455.ogg,nocall,20.186887,26.906237,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
351,XC269455.ogg,amerob,26.906237,27.56952,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
352,XC269455.ogg,amerob,31.275256,32.976722,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
353,XC269455.ogg,amerob,35.500083,36.884326,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
354,XC269455.ogg,amerob,38.037863,38.643469,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
355,XC269455.ogg,amerob,40.25842,40.575643,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
356,XC269455.ogg,amerob,41.051477,42.118498,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
357,XC269455.ogg,amerob,43.34413,44.137187,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
358,XC269455.ogg,amerob,57.085633,58.354523,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
359,XC269455.ogg,amerob,60.94998,61.743036,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
360,XC269455.ogg,amerob,63.372406,64.03569,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
361,XC269455.ogg,amerob,65.953444,66.775339,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
362,XC269455.ogg,amerob,69.053573,69.64476,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
363,XC269455.ogg,amerob,71.360646,71.562515,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
364,XC269455.ogg,amerob,73.437011,74.864513,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
365,XC269455.ogg,nocall,74.951028,94.662081,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
366,XC269455.ogg,amerob,94.878369,95.830037,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
367,XC269455.ogg,amerob,99.420419,100.112541,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
368,XC269455.ogg,amerob,102.895447,103.472215,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
369,XC269455.ogg,amerob,107.091436,108.172876,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
370,XC269455.ogg,nocall,108.490099,114.027073,/app/_data/birdclef-2021/train_short_audio/amerob/XC269455.ogg,134.675375
371,XC165309.ogg,amerob,1.347259,3.028242,/app/_data/birdclef-2021/train_short_audio/amerob/XC165309.ogg,28.861
372,XC165309.ogg,nocall,3.028242,15.88282,/app/_data/birdclef-2021/train_short_audio/amerob/XC165309.ogg,28.861
373,XC165309.ogg,amerob,15.88282,17.3166,/app/_data/birdclef-2021/train_short_audio/amerob/XC165309.ogg,28.861
374,XC165309.ogg,nocall,17.3166,25.22711,/app/_data/birdclef-2021/train_short_audio/amerob/XC165309.ogg,28.861
375,XC165309.ogg,amerob,25.22711,27.044055,/app/_data/birdclef-2021/train_short_audio/amerob/XC165309.ogg,28.861
376,XC446458.ogg,amerob,0.884036,12.478503,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
377,XC446458.ogg,amerob,13.821558,16.524667,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
378,XC446458.ogg,amerob,17.731715,20.451825,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
379,XC446458.ogg,amerob,22.151894,23.358942,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
380,XC446458.ogg,amerob,24.855003,26.334062,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
381,XC446458.ogg,amerob,27.099093,28.612154,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
382,XC446458.ogg,amerob,29.938208,31.366265,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
383,XC446458.ogg,amerob,31.638276,32.522312,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
384,XC446458.ogg,amerob,33.678359,35.718441,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
385,XC446458.ogg,amerob,36.908489,49.063979,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
386,XC446458.ogg,amerob,51.376073,53.110143,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
387,XC446458.ogg,amerob,54.504199,57.666327,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
388,XC446458.ogg,amerob,58.941378,62.324514,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
389,XC446458.ogg,amerob,63.310554,70.875859,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
390,XC446458.ogg,amerob,71.997905,74.275997,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
391,XC446458.ogg,amerob,75.34704,77.642132,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
392,XC446458.ogg,amerob,79.121192,84.884425,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
393,XC446458.ogg,amerob,87.145516,102.990155,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
394,XC446458.ogg,amerob,104.503216,111.405495,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
395,XC446458.ogg,amerob,112.170526,126.536105,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
396,XC446458.ogg,amerob,128.100168,132.690353,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
397,XC446458.ogg,amerob,134.696434,136.447505,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
398,XC446458.ogg,amerob,138.249578,140.323661,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
399,XC446458.ogg,amerob,141.717718,156.287305,/app/_data/birdclef-2021/train_short_audio/amerob/XC446458.ogg,158.78640625
400,XC283615.ogg,amerob,3.571142,4.856259,/app/_data/birdclef-2021/train_short_audio/amerob/XC283615.ogg,28.85334375
401,XC283615.ogg,amerob,7.438849,8.476828,/app/_data/birdclef-2021/train_short_audio/amerob/XC283615.ogg,28.85334375
402,XC283615.ogg,nocall,8.526256,17.200794,/app/_data/birdclef-2021/train_short_audio/amerob/XC283615.ogg,28.85334375
403,XC283615.ogg,amerob,17.200794,18.77012,/app/_data/birdclef-2021/train_short_audio/amerob/XC283615.ogg,28.85334375
404,XC283615.ogg,nocall,18.819547,24.330721,/app/_data/birdclef-2021/train_short_audio/amerob/XC283615.ogg,28.85334375
405,XC283615.ogg,amerob,24.330721,25.022707,/app/_data/birdclef-2021/train_short_audio/amerob/XC283615.ogg,28.85334375
406,XC283615.ogg,amerob,26.270753,27.012167,/app/_data/birdclef-2021/train_short_audio/amerob/XC283615.ogg,28.85334375
407,XC422421.ogg,amerob,0.060665,34.685024,/app/_data/birdclef-2021/train_short_audio/amerob/XC422421.ogg,35.413
408,XC323247.ogg,amerob,0.851768,1.141048,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
409,XC323247.ogg,amerob,2.008887,2.410664,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
410,XC323247.ogg,amerob,3.133863,3.583854,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
411,XC323247.ogg,amerob,5.978446,6.315939,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
412,XC323247.ogg,amerob,8.035546,8.260541,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
413,XC323247.ogg,amerob,12.921158,13.258651,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
414,XC323247.ogg,amerob,13.997921,14.319343,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
415,XC323247.ogg,amerob,17.356779,17.758557,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
416,XC323247.ogg,amerob,18.771036,20.249576,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
417,XC323247.ogg,amerob,20.908491,21.519192,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
418,XC323247.ogg,amerob,23.479866,24.13878,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
419,XC323247.ogg,amerob,25.472681,25.729818,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
420,XC323247.ogg,amerob,28.124411,28.477975,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
421,XC323247.ogg,amerob,29.42617,29.795805,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
422,XC323247.ogg,amerob,31.93326,32.318966,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
423,XC323247.ogg,amerob,33.813578,34.167142,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
424,XC323247.ogg,amerob,34.922483,35.292118,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
425,XC323247.ogg,amerob,36.336739,36.867085,/app/_data/birdclef-2021/train_short_audio/amerob/XC323247.ogg,37.526
426,XC409609.ogg,amerob,0.571893,0.857839,/app/_data/birdclef-2021/train_short_audio/amerob/XC409609.ogg,63.589
427,XC409609.ogg,amerob,8.074578,8.387757,/app/_data/birdclef-2021/train_short_audio/amerob/XC409609.ogg,63.589
428,XC409609.ogg,amerob,13.984133,14.297313,/app/_data/birdclef-2021/train_short_audio/amerob/XC409609.ogg,63.589
429,XC409609.ogg,amerob,20.002621,20.35665,/app/_data/birdclef-2021/train_short_audio/amerob/XC409609.ogg,63.589
430,XC409609.ogg,amerob,31.957898,32.216611,/app/_data/birdclef-2021/train_short_audio/amerob/XC409609.ogg,63.589
431,XC409609.ogg,amerob,35.961145,36.492188,/app/_data/birdclef-2021/train_short_audio/amerob/XC409609.ogg,63.589
432,XC409609.ogg,amerob,43.450214,43.872325,/app/_data/birdclef-2021/train_short_audio/amerob/XC409609.ogg,63.589
433,XC409609.ogg,nocall,48.134286,57.025853,/app/_data/birdclef-2021/train_short_audio/amerob/XC409609.ogg,63.589
434,XC409609.ogg,amerob,57.025853,57.284566,/app/_data/birdclef-2021/train_short_audio/amerob/XC409609.ogg,63.589
435,XC409609.ogg,amerob,61.696308,62.03672,/app/_data/birdclef-2021/train_short_audio/amerob/XC409609.ogg,63.589
436,XC165297.ogg,amerob,14.665321,21.657345,/app/_data/birdclef-2021/train_short_audio/amerob/XC165297.ogg,83.725
437,XC165297.ogg,amerob,24.561724,29.832634,/app/_data/birdclef-2021/train_short_audio/amerob/XC165297.ogg,83.725
438,XC165297.ogg,amerob,34.386413,36.645375,/app/_data/birdclef-2021/train_short_audio/amerob/XC165297.ogg,83.725
439,XC165297.ogg,amerob,39.298758,44.246959,/app/_data/birdclef-2021/train_short_audio/amerob/XC165297.ogg,83.725
440,XC165297.ogg,amerob,48.442173,51.8844,/app/_data/birdclef-2021/train_short_audio/amerob/XC165297.ogg,83.725
441,XC165297.ogg,amerob,55.792762,59.808694,/app/_data/birdclef-2021/train_short_audio/amerob/XC165297.ogg,83.725
442,XC165297.ogg,amerob,63.322634,67.374422,/app/_data/birdclef-2021/train_short_audio/amerob/XC165297.ogg,83.725
443,XC165297.ogg,amerob,70.278801,73.972024,/app/_data/birdclef-2021/train_short_audio/amerob/XC165297.ogg,83.725
444,XC165297.ogg,amerob,77.701103,81.322612,/app/_data/birdclef-2021/train_short_audio/amerob/XC165297.ogg,83.725
445,XC245862.ogg,amerob,0.101949,13.785766,/app/_data/birdclef-2021/train_short_audio/amerob/XC245862.ogg,26.45009375
446,XC245862.ogg,amerob,14.488081,14.703307,/app/_data/birdclef-2021/train_short_audio/amerob/XC245862.ogg,26.45009375
447,XC245862.ogg,amerob,17.739121,26.552043,/app/_data/birdclef-2021/train_short_audio/amerob/XC245862.ogg,26.45009375
448,XC564324.ogg,amerob,8.349647,9.89112,/app/_data/birdclef-2021/train_short_audio/amerob/XC564324.ogg,59.989
449,XC564324.ogg,amerob,14.772452,16.313925,/app/_data/birdclef-2021/train_short_audio/amerob/XC564324.ogg,59.989
450,XC564324.ogg,amerob,21.143875,22.685348,/app/_data/birdclef-2021/train_short_audio/amerob/XC564324.ogg,59.989
451,XC564324.ogg,amerob,28.799858,30.546861,/app/_data/birdclef-2021/train_short_audio/amerob/XC564324.ogg,59.989
452,XC564324.ogg,amerob,33.861029,35.222663,/app/_data/birdclef-2021/train_short_audio/amerob/XC564324.ogg,59.989
453,XC564324.ogg,amerob,39.410332,40.797658,/app/_data/birdclef-2021/train_short_audio/amerob/XC564324.ogg,59.989
454,XC564324.ogg,amerob,45.422078,46.5268,/app/_data/birdclef-2021/train_short_audio/amerob/XC564324.ogg,59.989
455,XC564324.ogg,amerob,50.663087,52.20456,/app/_data/birdclef-2021/train_short_audio/amerob/XC564324.ogg,59.989
456,XC564324.ogg,amerob,56.443612,57.574025,/app/_data/birdclef-2021/train_short_audio/amerob/XC564324.ogg,59.989
457,XC194079.ogg,amerob,2.302202,5.368842,/app/_data/birdclef-2021/train_short_audio/amerob/XC194079.ogg,20.755375
458,XC194079.ogg,amerob,9.253253,10.951016,/app/_data/birdclef-2021/train_short_audio/amerob/XC194079.ogg,20.755375
459,XC194079.ogg,amerob,13.244329,14.844315,/app/_data/birdclef-2021/train_short_audio/amerob/XC194079.ogg,20.755375
460,XC139885.ogg,amerob,0.634773,3.938848,/app/_data/birdclef-2021/train_short_audio/amerob/XC139885.ogg,38.005
461,XC139885.ogg,amerob,6.250073,12.288555,/app/_data/birdclef-2021/train_short_audio/amerob/XC139885.ogg,38.005
462,XC139885.ogg,amerob,14.20915,16.341336,/app/_data/birdclef-2021/train_short_audio/amerob/XC139885.ogg,38.005
463,XC139885.ogg,amerob,18.668837,19.938383,/app/_data/birdclef-2021/train_short_audio/amerob/XC139885.ogg,38.005
464,XC139885.ogg,amerob,23.437773,25.667617,/app/_data/birdclef-2021/train_short_audio/amerob/XC139885.ogg,38.005
465,XC139885.ogg,amerob,31.445679,36.442482,/app/_data/birdclef-2021/train_short_audio/amerob/XC139885.ogg,38.005
466,XC150216.ogg,baleag,0.964868,12.315471,/app/_data/birdclef-2021/train_short_audio/baleag/XC150216.ogg,31.117
467,XC150216.ogg,baleag,13.735971,15.303882,/app/_data/birdclef-2021/train_short_audio/baleag/XC150216.ogg,31.117
468,XC150216.ogg,baleag,16.067736,17.67585,/app/_data/birdclef-2021/train_short_audio/baleag/XC150216.ogg,31.117
469,XC150216.ogg,baleag,18.292293,19.672591,/app/_data/birdclef-2021/train_short_audio/baleag/XC150216.ogg,31.117
470,XC150216.ogg,baleag,20.235431,21.655931,/app/_data/birdclef-2021/train_short_audio/baleag/XC150216.ogg,31.117
471,XC150216.ogg,baleag,22.272375,28.611023,/app/_data/birdclef-2021/train_short_audio/baleag/XC150216.ogg,31.117
472,XC209321.ogg,baleag,0.0,6.831704,/app/_data/birdclef-2021/train_short_audio/baleag/XC209321.ogg,97.92109375
473,XC209321.ogg,baleag,9.509564,12.862159,/app/_data/birdclef-2021/train_short_audio/baleag/XC209321.ogg,97.92109375
474,XC209321.ogg,baleag,14.949624,18.808272,/app/_data/birdclef-2021/train_short_audio/baleag/XC209321.ogg,97.92109375
475,XC209321.ogg,nocall,18.808272,27.432244,/app/_data/birdclef-2021/train_short_audio/baleag/XC209321.ogg,97.92109375
476,XC209321.ogg,baleag,31.944543,39.74618,/app/_data/birdclef-2021/train_short_audio/baleag/XC209321.ogg,97.92109375
477,XC209321.ogg,baleag,43.794598,82.908213,/app/_data/birdclef-2021/train_short_audio/baleag/XC209321.ogg,97.92109375
478,XC209321.ogg,nocall,82.908213,89.887516,/app/_data/birdclef-2021/train_short_audio/baleag/XC209321.ogg,97.92109375
479,XC209321.ogg,baleag,89.971858,92.270178,/app/_data/birdclef-2021/train_short_audio/baleag/XC209321.ogg,97.92109375
480,XC293803.ogg,baleag,2.518193,5.63423,/app/_data/birdclef-2021/train_short_audio/baleag/XC293803.ogg,84.133
481,XC293803.ogg,baleag,45.001372,47.211584,/app/_data/birdclef-2021/train_short_audio/baleag/XC293803.ogg,84.133
482,XC293803.ogg,baleag,74.023996,76.995101,/app/_data/birdclef-2021/train_short_audio/baleag/XC293803.ogg,84.133
483,XC51757.ogg,baleag,2.577842,3.456651,/app/_data/birdclef-2021/train_short_audio/baleag/XC51757.ogg,109.44109375
484,XC51757.ogg,baleag,5.30801,6.421169,/app/_data/birdclef-2021/train_short_audio/baleag/XC51757.ogg,109.44109375
